所属天/单元,单词,词性及中文释义
第18天 Unit 5 Lesson 2,indeed,"adv.真正地,确实;实际上"
第18天 Unit 5 Lesson 2,false,"adj.假的,伪造的;错误的"
第18天 Unit 5 Lesson 2,fake,adj.假的;伪造的 n.假货 v.伪造;假装
第18天 Unit 5 Lesson 2,charge,"n.收费;负责,掌管;指控 v.收费;起诉;充电"
第18天 Unit 5 Lesson 2,electricity,n.电;电流
第18天 Unit 5 Lesson 2,*electric,adj.电的;用电的;发电的
第18天 Unit 5 Lesson 2,electrical,"adj.电的,用电的"
第18天 Unit 5 Lesson 2,vague,"adj.模糊的,不清楚的"
第18天 Unit 5 Lesson 2,danger,n.危险;威胁
第18天 Unit 5 Lesson 2,endanger,v.使遭受危险;危害
第18天 Unit 5 Lesson 2,dangerous,adj.(有)危险的
第18天 Unit 5 Lesson 2,risk,"n.危险,风险 v.使遭受危险"
第18天 Unit 5 Lesson 2,rid,v.摆脱;丢弃;除掉 adj.摆脱的;去掉的
第18天 Unit 5 Lesson 2,ripe,adj.熟的;时机成熟的
第18天 Unit 5 Lesson 2,challenge,n.挑战;艰巨任务 v.挑战;对……怀疑(或质疑)
第18天 Unit 5 Lesson 2,gesture,n.手势;姿势 v.做手势;用动作示意
第18天 Unit 5 Lesson 2,digest,"n.摘要,概要;文摘;汇编 v.消化;领悟,理解"
第18天 Unit 5 Lesson 2,lag,v.滞后;落后于 n.(时间上的)间隔
第18天 Unit 5 Lesson 2,glory,n.荣誉;荣耀;赞美;辉煌
第18天 Unit 5 Lesson 2,glorious,"adj.光荣的,辉煌的;壮丽的"
第18天 Unit 5 Lesson 2,hono(u)r,n.荣誉;荣幸 v.尊敬;给……荣誉
第18天 Unit 5 Lesson 2,*hono(u)rable,adj.可敬的;高尚的
第18天 Unit 5 Lesson 2,finger,n.手指 v.用手指触摸
第18天 Unit 5 Lesson 2,heel,n.脚后跟;后跟
第18天 Unit 5 Lesson 2,kneel,v.跪下
第18天 Unit 5 Lesson 2,*knee,"n.膝,膝盖"
第18天 Unit 5 Lesson 2,figure,n.数字;人物;人影;身材 v.认为;计算
第18天 Unit 5 Lesson 2,dig,"v.挖,掘;掘得"
第18天 Unit 5 Lesson 2,condition,n.条件;状态;状况
第18天 Unit 5 Lesson 2,air,"conditioner n.空调机,空调设备"
第18天 Unit 5 Lesson 2,glance,"n.一瞥,扫视,匆匆一看 v.瞥一眼,扫视"
第18天 Unit 5 Lesson 2,stare,"v.凝视,盯着看"
第18天 Unit 5 Lesson 2,glimpse,"n.一瞥,一看 v.瞥见;看一眼"
第18天 Unit 5 Lesson 2,scan,v.细看;扫描;审视 n.浏览;扫描检查
第18天 Unit 5 Lesson 2,overlook,v.俯视;忽略
第18天 Unit 5 Lesson 2,outlook,n.观点;前景;景色
第18天 Unit 5 Lesson 2,lead,v.引领;导致 n.榜样 n.铅(笔芯)
第18天 Unit 5 Lesson 2,*leader,n.领导人;首领
第18天 Unit 5 Lesson 2,*leadership,n.领导;领导地位
第18天 Unit 5 Lesson 2,*leading,adj.最重要的;一流的;领先的
第18天 Unit 5 Lesson 2,mislead,v.误导;引入歧途;使误信
第18天 Unit 5 Lesson 2,register,v.登记;注册 n.登记表;注册簿
第18天 Unit 5 Lesson 2,*registration,n.登记;注册
第18天 Unit 5 Lesson 2,ceremony,"n.仪式,典礼"
第18天 Unit 5 Lesson 2,engage,v.吸引住(注意力、兴趣);雇用;使参与
第18天 Unit 5 Lesson 2,*engagement,"n.订婚;约会,约定"
第18天 Unit 5 Lesson 2,marry,v.嫁;娶;与……结婚
第18天 Unit 5 Lesson 2,marriage,n.结婚;婚姻
第18天 Unit 5 Lesson 2,married,"adj.已婚的;结婚的,婚姻的"
第18天 Unit 5 Lesson 2,spouse,n.配偶
第18天 Unit 5 Lesson 2,couple,n.一对;几个;夫妻;情侣 v.连接;结合
第18天 Unit 5 Lesson 2,double,adj.两倍的 adv.成双地 v.(使)加倍
第18天 Unit 5 Lesson 2,divorce,n./v.离婚;分离
第18天 Unit 5 Lesson 2,boundary,"n.边界,界限;分界线"
第18天 Unit 5 Lesson 2,border,n.国界;边界 v.与……接壤
第18天 Unit 5 Lesson 2,order,"n.命令;订购;次序;点菜 v.命令;订购;组织,点菜"
第18天 Unit 5 Lesson 2,edge,n.边缘;刀口;优势
第18天 Unit 5 Lesson 2,margin,"n.边缘;利润(率);极限;白边,页边空白处"
第18天 Unit 5 Lesson 2,horizon,n.地平线;范围;眼界
第19天 Unit 5 Lesson 3,,
第19天 Unit 5 Lesson 3,create,"v.创造,创建;造成,引起"
第19天 Unit 5 Lesson 3,creative,"adj.创造性的,有创造力的"
第19天 Unit 5 Lesson 3,creativity,n.创造力
第19天 Unit 5 Lesson 3,creature,n.生物;动物
第19天 Unit 5 Lesson 3,concrete,adj.具体的;实在的 n.混凝土
第19天 Unit 5 Lesson 3,species,n.物种;种类
第19天 Unit 5 Lesson 3,organism,n.有机体;生物
第19天 Unit 5 Lesson 3,organic,adj.有机的;器官的
第19天 Unit 5 Lesson 3,*organ,n.(人体或动植物的)器官;(官方的)机构;风琴
第19天 Unit 5 Lesson 3,organise/-ize,"v.组织,安排;使有条理"
第19天 Unit 5 Lesson 3,*organisation/-ization,"n.团体,机构;组织"
第19天 Unit 5 Lesson 3,human,n.人 adj.人的
第19天 Unit 5 Lesson 3,*humanity,n.人(总称);人性;人文学科
第19天 Unit 5 Lesson 3,humo(u)r,"n.诙谐;幽默,幽默感"
第19天 Unit 5 Lesson 3,*humorous,"adj.幽默的,滑稽的,诙谐的"
第19天 Unit 5 Lesson 3,male,n.男子;雄性植物(动物) adj.男性的;雄性的
第19天 Unit 5 Lesson 3,female,n.女子;雌性植物(动物) adj.女性的;雌性的
第19天 Unit 5 Lesson 3,hen,n.母鸡;雌禽
第19天 Unit 5 Lesson 3,mankind,n.人类
第19天 Unit 5 Lesson 3,childhood,n.童年;孩童时期
第19天 Unit 5 Lesson 3,youth,"n.青年,年轻人;青少年时期;青春"
第19天 Unit 5 Lesson 3,beyond,prep.超出;在……的那边 adv.在另一边
第19天 Unit 5 Lesson 3,adolescent,n.青少年
第19天 Unit 5 Lesson 3,adult,n.成年人(或动物) adj.成年的;成人的
第19天 Unit 5 Lesson 3,infant,n.婴儿;幼儿
第19天 Unit 5 Lesson 3,elder,adj.年纪较长的 n.长者;长辈
第19天 Unit 5 Lesson 3,*elderly,"adj.年纪较大的,上年纪的"
第19天 Unit 5 Lesson 3,individual,adj.单独的;个别的 n.个人;个体
第19天 Unit 5 Lesson 3,divide,"v.(使)分开;分配;分担 n.不同,分歧"
第19天 Unit 5 Lesson 3,*division,n.分开;分配;差异
第19天 Unit 5 Lesson 3,folk,n.人们;亲属 adj.民间的
第19天 Unit 5 Lesson 3,person,n.人
第19天 Unit 5 Lesson 3,personal,adj.个人的;人际的;个性的;亲自的
第19天 Unit 5 Lesson 3,personnel,"n.全体人员,职员;人事部门"
第19天 Unit 5 Lesson 3,staff,n.全体职员
第19天 Unit 5 Lesson 3,citizen,"n.公民;市民,居民"
第19天 Unit 5 Lesson 3,civil,adj.公民的;国民的;文明的;民用的
第19天 Unit 5 Lesson 3,civilisation/-ization,n.文明
第19天 Unit 5 Lesson 3,consider,v.仔细考虑;认为
第19天 Unit 5 Lesson 3,considerable,adj.相当多的;相当大的;相当重要的
第19天 Unit 5 Lesson 3,considerate,adj.考虑周到的;为(他人)着想的;体贴的
第19天 Unit 5 Lesson 3,*consideration,"n.仔细考虑,斟酌;考虑因素"
第19天 Unit 5 Lesson 3,conscious,adj.意识到的;有意识的;有意的
第19天 Unit 5 Lesson 3,consciousness,n.意识;知觉
第19天 Unit 5 Lesson 3,unconscious,adj.无意识的;昏迷的
第19天 Unit 5 Lesson 3,caution,"n.小心,谨慎 v.警告;提醒"
第19天 Unit 5 Lesson 3,*cautious,"adj.小心的,谨慎的"
第19天 Unit 5 Lesson 3,precaution,n.预防措施;防备
第19天 Unit 5 Lesson 3,alert,adj.警觉的;警惕的 v.使警觉 n.警戒;戒备
第19天 Unit 5 Lesson 3,aware,adj.知道;发觉;意识到
第19天 Unit 5 Lesson 3,awareness,n.认识;意识
第19天 Unit 5 Lesson 3,recognise/-ize,"v.认出,认识;承认;意识到"
第19天 Unit 5 Lesson 3,*recognition,n.认出;识别;认可
第19天 Unit 5 Lesson 3,cognitive,adj.认知的;感知的
第19天 Unit 5 Lesson 3,*cognition,n.认知;认识
第19天 Unit 5 Lesson 3,deliberate,"adj.故意的;深思熟虑的 v.仔细考虑,深思熟虑"
第19天 Unit 5 Lesson 3,*deliberately,adv.故意地
第19天 Unit 5 Lesson 3,liberate,v.使自由;解放;使摆脱约束(或限制)
第19天 Unit 5 Lesson 3,*liberation,n.解放
第19天 Unit 5 Lesson 3,liberal,adj.自由的;开明的;慷慨的 n.开明人士
第19天 Unit 5 Lesson 3,liberty,n.自由
第19天 Unit 5 Lesson 3,slave,n.奴隶
第19天 Unit 5 Lesson 3,*slavery,n.奴隶制度;奴隶身份
第19天 Unit 5 Lesson 3,save,v.拯救;保存;节省;免得
第19天 Unit 5 Lesson 3,*saving,"n.节约,节省;储蓄金,存款"
第19天 Unit 5 Lesson 3,assume,v.假设;认为;承担(责任)
第19天 Unit 5 Lesson 3,consume,v.消耗;消费;吃;喝
第19天 Unit 5 Lesson 3,*consumption,n.消费;消耗(量)
第19天 Unit 5 Lesson 3,consumer,n.消费者
第19天 Unit 5 Lesson 3,resume,v.重新开始;(中断后)继续
第19天 Unit 5 Lesson 3,*résumé,n.摘要;个人简历
第19天 Unit 5 Lesson 3,custom,"n.风俗,传统,习俗;习惯;光顾,惠顾"
第19天 Unit 5 Lesson 3,customer,n.顾客
第19天 Unit 5 Lesson 3,accustomed,adj.惯常的;习惯的
第19天 Unit 5 Lesson 3,customs,n.海关;关税
第19天 Unit 5 Lesson 3,tradition,n.传统
第19天 Unit 5 Lesson 3,*traditional,adj.传统的;守旧的
第19天 Unit 5 Lesson 3,convention,n.惯例;习俗;公约;大会
第19天 Unit 5 Lesson 3,conventional,adj.传统的;习惯的;常规的
第19天 Unit 5 Lesson 3,ancient,adj.古代的;古老的
第19天 Unit 5 Lesson 3,convenient,"adj.方便的,便利的"
第19天 Unit 5 Lesson 3,convenience,"n.方便,便利;方便的东西"
第19天 Unit 5 Lesson 3,handy,"adj.手边的,就近的;方便的"
第19天 Unit 5 Lesson 3,convince,"v.使相信;说服,劝说"
第19天 Unit 5 Lesson 3,*convincing,adj.令人信服的;有说服力的
第20天 Unit 5 Lesson 4,,
第20天 Unit 5 Lesson 4,law,"n.法律,法规;法学;规律"
第20天 Unit 5 Lesson 4,lawyer,n.律师
第20天 Unit 5 Lesson 4,legitimate,adj.正当合理的;合法的
第20天 Unit 5 Lesson 4,*legitimacy,n.合理性;合法性
第20天 Unit 5 Lesson 4,legal,adj.合法的;与法律有关的
第20天 Unit 5 Lesson 4,*illegal,"adj.非法的,违法的"
第20天 Unit 5 Lesson 4,item,n.条款;一件商品(或物品);项目
第20天 Unit 5 Lesson 4,obey,"v.遵守;服从,听从"
第20天 Unit 5 Lesson 4,valid,adj.(法律上)有效的;合理的
第20天 Unit 5 Lesson 4,solid,n.固体 adj.固体的;坚固的;可靠的
第20天 Unit 5 Lesson 4,liquid,n.液体 adj.液体的;液态的
第20天 Unit 5 Lesson 4,sentence,"n.句子;判决,宣判 v.判决,宣判"
第20天 Unit 5 Lesson 4,court,n.法庭;法院;球场
第20天 Unit 5 Lesson 4,crime,n.犯罪活动;罪行
第20天 Unit 5 Lesson 4,*criminal,"n.罪犯 adj.犯罪的,犯法的"
第20天 Unit 5 Lesson 4,discriminate,v.区分;辨别;歧视;偏袒
第20天 Unit 5 Lesson 4,*discrimination,n.区别对待;歧视;辨别力
第20天 Unit 5 Lesson 4,guilty,adj.感到内疚的;感到惭愧的;有罪责的
第20天 Unit 5 Lesson 4,*guilt,n.内疚;罪行
第20天 Unit 5 Lesson 4,innocent,"adj.清白的,无罪的;天真的 n.无辜者,单纯的人"
第20天 Unit 5 Lesson 4,*innocence,n.清白;天真
第20天 Unit 5 Lesson 4,pure,"adj.纯的,纯洁的;纯粹的"
第20天 Unit 5 Lesson 4,witness,n.目击者;证人 v.见证;目击
第20天 Unit 5 Lesson 4,steal,"v.偷窃,窃取"
第20天 Unit 5 Lesson 4,rob,"v.抢劫,抢夺,盗取;剥夺"
第20天 Unit 5 Lesson 4,*robber,"n.强盗,抢劫犯"
第20天 Unit 5 Lesson 4,*robbery,"n.盗窃;抢劫,掠夺"
第20天 Unit 5 Lesson 4,thief,"n.小偷,贼"
第20天 Unit 5 Lesson 4,chief,adj.主要的;最重要的;首席的 n.首领;领导人
第20天 Unit 5 Lesson 4,main,adj.主要的;最重要的
第20天 Unit 5 Lesson 4,*mainly,adv.主要地
第20天 Unit 5 Lesson 4,murder,"v./n.谋杀,凶杀"
第20天 Unit 5 Lesson 4,subtle,adj.不易察觉的;微妙的;敏锐的
第20天 Unit 5 Lesson 4,suicide,n.自杀
第20天 Unit 5 Lesson 4,prison,n.监狱;看守所;监禁;关押
第20天 Unit 5 Lesson 4,*prisoner,"n.囚犯,犯人"
第20天 Unit 5 Lesson 4,poison,"n.毒物,毒药 v.毒害"
第20天 Unit 5 Lesson 4,poisonous,adj.有毒的;有害的
第20天 Unit 5 Lesson 4,release,n.释放;发行;排放 v.释放;放开;发泄;发行
第20天 Unit 5 Lesson 4,jury,n.陪审团;(竞赛的)评判委员会
第20天 Unit 5 Lesson 4,victim,n.受害者;牺牲品
第20天 Unit 5 Lesson 4,sacrifice,n./v.牺牲
第20天 Unit 5 Lesson 4,execute,v.执行;处死
第20天 Unit 5 Lesson 4,*executive,n.经理;主管 adj.行政的;管理的
第20天 Unit 5 Lesson 4,penalty,"n.惩罚,处罚;刑罚"
第20天 Unit 5 Lesson 4,arrest,v./n.逮捕;拘留
第20天 Unit 5 Lesson 4,doctor,n.医生;博士
第20天 Unit 5 Lesson 4,hospital,n.医院
第20天 Unit 5 Lesson 4,clinic,n.诊所
第20天 Unit 5 Lesson 4,picnic,n./v.野餐
第20天 Unit 5 Lesson 4,disease,n.疾病;弊端
第20天 Unit 5 Lesson 4,fever,"n.发烧,发热"
第20天 Unit 5 Lesson 4,cancer,n.癌症;(社会)毒瘤;(迅速蔓延的)邪恶
第20天 Unit 5 Lesson 4,injure,"v.使受伤;伤害,损害"
第20天 Unit 5 Lesson 4,injury,"n.伤害,损伤"
第20天 Unit 5 Lesson 4,burn,"v.燃烧;灼伤;发光,发亮"
第20天 Unit 5 Lesson 4,wound,"n.创伤;伤口 v.使受伤,伤害"
第20天 Unit 5 Lesson 4,blood,"n.血,血液;血统"
第20天 Unit 5 Lesson 4,bleed,"v.流血,出血"
第20天 Unit 5 Lesson 4,treat,v.对待;把……看作;治疗;招待 n.款待;乐事
第20天 Unit 5 Lesson 4,*treatment,"n.处理;治疗,疗法"
第20天 Unit 5 Lesson 4,treaty,"n.条约,协定"
第20天 Unit 5 Lesson 4,remedy,n.处理方法;疗法;改进措施;补偿 v.改正;改进
第20天 Unit 5 Lesson 4,retreat,v./n.撤退;逃避
第21天 Unit 6 Lesson 1,,
第21天 Unit 6 Lesson 1,cure,"v.治愈,治好;改正 n.疗法;治疗"
第21天 Unit 6 Lesson 1,secure,adj.安全的;可靠的 v.(经过努力)获得;保护
第21天 Unit 6 Lesson 1,*security,n.安全;保护措施
第21天 Unit 6 Lesson 1,safe,adj.安全的;无危险的
第21天 Unit 6 Lesson 1,safety,n.安全;安全性;安全场所
第21天 Unit 6 Lesson 1,curious,adj.好奇的;奇特的;不寻常的
第21天 Unit 6 Lesson 1,*curiosity,n.好奇心;奇物
第21天 Unit 6 Lesson 1,careless,adj.粗心的;淡漠的;不关心的
第21天 Unit 6 Lesson 1,accurate,"adj.精确的,准确的"
第21天 Unit 6 Lesson 1,*accuracy,"n.精确度,准确性"
第21天 Unit 6 Lesson 1,concern,v.影响;涉及;使担忧 n.忧虑;关心
第21天 Unit 6 Lesson 1,*concerning,prep.关于;涉及 adj.令人担心的
第21天 Unit 6 Lesson 1,current,adj.当前的;通用的 n.(水)流;电流;趋向
第21天 Unit 6 Lesson 1,*currently,adv.现时;目前
第21天 Unit 6 Lesson 1,*currency,n.通货;货币;通用
第21天 Unit 6 Lesson 1,rent,"n.租金 v.租用,租借;出租"
第21天 Unit 6 Lesson 1,temporary,"adj.暂时的,临时的"
第21天 Unit 6 Lesson 1,temple,"n.庙宇,寺院;神殿"
第21天 Unit 6 Lesson 1,contemporary,"adj.现代的,当代的;同时期的 n.同龄人"
第21天 Unit 6 Lesson 1,modern,adj.现代的;当代的;时髦的
第21天 Unit 6 Lesson 1,up-to-date,adj.现代的;最新的;时髦的
第21天 Unit 6 Lesson 1,collect,"v.收集,采集;收藏;积累"
第21天 Unit 6 Lesson 1,*collection,n.收藏(品);集积
第21天 Unit 6 Lesson 1,collective,adj.集体的;共有的 n.集体企业
第21天 Unit 6 Lesson 1,gather,v.收集;聚集;增加
第21天 Unit 6 Lesson 1,together,"adv.共同,一起"
第21天 Unit 6 Lesson 1,altogether,adv.完全;总共;总之
第21天 Unit 6 Lesson 1,select,"v.选择,挑选;选拔 adj.精选的;优等的"
第21天 Unit 6 Lesson 1,*selection,n.选择
第21天 Unit 6 Lesson 1,elect,v.选举;推选;选择
第21天 Unit 6 Lesson 1,*election,"n.选举,推选"
第21天 Unit 6 Lesson 1,vote,"n.投票;选票,票 v.投票;表决"
第21天 Unit 6 Lesson 1,poll,n.民意调查;投票 v.获得(票数)
第21天 Unit 6 Lesson 1,lecture,n.演讲;讲座;教训 v.讲授
第21天 Unit 6 Lesson 1,intellectual,adj.智力的;理智的;有才智的 n.知识分子
第21天 Unit 6 Lesson 1,intelligent,"adj.有才智的,聪明的"
第21天 Unit 6 Lesson 1,*intelligence,n.智力;才智;情报
第21天 Unit 6 Lesson 1,smart,"adj.聪明的,精明的;智能的"
第21天 Unit 6 Lesson 1,wooden,adj.木制的;呆板的
第21天 Unit 6 Lesson 1,*wood,"n.木头;树林,林地"
第21天 Unit 6 Lesson 1,opt,"v.选择,挑选"
第21天 Unit 6 Lesson 1,option,n.选择;选项
第21天 Unit 6 Lesson 1,*optional,adj.可选择的;选修的
第21天 Unit 6 Lesson 1,choose,"v.选择,挑选;选取"
第21天 Unit 6 Lesson 1,choice,n.选择(权);被选中的人(或物)
第21天 Unit 6 Lesson 1,loyal,adj.忠诚的;忠实的
第21天 Unit 6 Lesson 1,*loyalty,"n.忠诚,忠心"
第21天 Unit 6 Lesson 1,faith,n.信任;信心;信仰;诚意
第21天 Unit 6 Lesson 1,faithful,"adj.忠诚的,忠实的;可信任的,可信赖的"
第21天 Unit 6 Lesson 1,*faithfully,"adv.忠诚地,忠实地"
第21天 Unit 6 Lesson 1,credit,"n.信用,信誉;贷款;学分"
第21天 Unit 6 Lesson 1,trust,n./v.相信;信任;信赖
第21天 Unit 6 Lesson 1,royal,"adj.皇家的,王室的 n.王室成员"
第21天 Unit 6 Lesson 1,noble,adj.贵族的;高贵的;崇高的 n.贵族成员
第21天 Unit 6 Lesson 1,cheat,v.欺骗;作弊
第21天 Unit 6 Lesson 1,deceive,v.欺骗
第21天 Unit 6 Lesson 1,perceive,v.将……理解为;注意到;意识到
第21天 Unit 6 Lesson 1,trick,"n.诡计;恶作剧;戏法;技巧,诀窍 v.欺骗"
第21天 Unit 6 Lesson 1,despite,"prep.尽管,即使"
第21天 Unit 6 Lesson 1,once,"conj.一旦 adv.一次,一回;曾经;一……就,一旦"
第21天 Unit 6 Lesson 1,infinite,adj.无限的;极大的 n.无限的事物
第21天 Unit 6 Lesson 1,refine,"v.精炼;提纯;改进,改善"
第21天 Unit 6 Lesson 1,fine,n.罚款 v.对……处以罚款 adj.很好的;身体好的
第21天 Unit 6 Lesson 1,define,"v.给……下定义,解释;阐明;界定"
第21天 Unit 6 Lesson 1,*definition,n.定义;解释
第21天 Unit 6 Lesson 1,definite,"adj.清楚的,明确的;确定的"
第21天 Unit 6 Lesson 1,indefinite,"adj.模糊不清的,不明确的;无限期的"
第21天 Unit 6 Lesson 1,delicate,"adj.易碎的,脆弱的;精致的;微妙的"
第21天 Unit 6 Lesson 1,dedicate,"v.致力于,献身于;献给"
第21天 Unit 6 Lesson 1,confine,"v.限定,限制,局限于"
第21天 Unit 6 Lesson 1,restrict,"v.限制,限定(数量、范围等);束缚;阻碍"
第21天 Unit 6 Lesson 1,*restriction,n.限制规定;限制
第21天 Unit 6 Lesson 1,strict,"adj.严厉的,严格的;精确的,严谨的"
第21天 Unit 6 Lesson 1,limit,"n.极限;限度,限制;界限 v.限制"
第21天 Unit 6 Lesson 1,*limitation,n.限制;局限(性)
第21天 Unit 6 Lesson 1,*limited,"adj.有限的,受限的"
第21天 Unit 6 Lesson 1,eliminate,v.排除;(比赛中)淘汰
第21天 Unit 6 Lesson 1,control,v.控制;掌管 n.控制权;控制(或操纵)能力
第21天 Unit 6 Lesson 1,harness,v.控制;利用 n.马具
第22天 Unit 6 Lesson 2,,
第22天 Unit 6 Lesson 2,democratic,adj.民主的;有民主精神的
第22天 Unit 6 Lesson 2,democracy,n.民主;民主精神
第22天 Unit 6 Lesson 2,catch,v.赶上;抓住;患(病等);领会;吸引住
第22天 Unit 6 Lesson 2,demonstrate,v.证明;论证;说明;示范;表现
第22天 Unit 6 Lesson 2,demonstration,n.游行示威;示范;证明
第22天 Unit 6 Lesson 2,reveal,"v.揭露,显示;展示"
第22天 Unit 6 Lesson 2,indicate,v.暗示;表明
第22天 Unit 6 Lesson 2,*indication,n.表明;显示;象征
第22天 Unit 6 Lesson 2,illustrate,"v.(用示例、图画等)说明,解释;加插图于"
第22天 Unit 6 Lesson 2,*illustration,n.图解;图示;插图
第22天 Unit 6 Lesson 2,imply,v.暗示;表明
第22天 Unit 6 Lesson 2,*implication,n.含意;可能的影响(或作用、结果)
第22天 Unit 6 Lesson 2,implicit,"adj.含蓄的,不直接言明的;内含的;完全的"
第22天 Unit 6 Lesson 2,explicit,adj.明确的;清楚的
第22天 Unit 6 Lesson 2,exchange,n./v.交换;交流;兑换
第22天 Unit 6 Lesson 2,change,"v.改变,变化;改换 n.改变,变化;零钱"
第22天 Unit 6 Lesson 2,experience,n.经历;经验 v.经历;经受;感受
第22天 Unit 6 Lesson 2,experiment,"n.实验 v.进行实验;尝试,试用"
第22天 Unit 6 Lesson 2,switch,n.开关;转变 v.转变;调换
第22天 Unit 6 Lesson 2,flexible,"adj.灵活的;柔韧的;有弹性的,可弯曲的"
第22天 Unit 6 Lesson 2,reflect,v.反射;反映;认真思考;表明
第22天 Unit 6 Lesson 2,*reflection,反射;反映;映像;深思
第22天 Unit 6 Lesson 2,stiff,adj.僵硬的;艰难的;激烈的;稠的
第22天 Unit 6 Lesson 2,rigid,adj.死板的;固执的;僵硬的
第22天 Unit 6 Lesson 2,flight,"n.航班,班机;飞行;航程"
第22天 Unit 6 Lesson 2,slight,adj.轻微的;少量的
第22天 Unit 6 Lesson 2,*slightly,adv.略微;稍微
第22天 Unit 6 Lesson 2,light,v.使明亮;点燃 n.光;电灯 adj.程度轻的
第22天 Unit 6 Lesson 2,lightning,n.闪电 adj.闪电般的;飞快的
第22天 Unit 6 Lesson 2,thunder,n.雷(声);轰隆声 v.打雷
第22天 Unit 6 Lesson 2,highlight,"v.突出,使显著 n.高光时刻;最精彩的部分"
第22天 Unit 6 Lesson 2,delight,n.高兴 v.使高兴
第22天 Unit 6 Lesson 2,*delighted,adj.高兴的
第22天 Unit 6 Lesson 2,sorrow,n.悲伤;伤心事 v.感到悲伤
第22天 Unit 6 Lesson 2,*sorrowful,"adj.悲伤的,悲痛的"
第22天 Unit 6 Lesson 2,pray,v.祈祷;恳求
第22天 Unit 6 Lesson 2,depend,v.依靠;信赖;取决于
第22天 Unit 6 Lesson 2,*dependent,"adj.依靠的,依赖的;取决于……"
第22天 Unit 6 Lesson 2,independent,adj.独立的;自主的;公正的;私营的
第22天 Unit 6 Lesson 2,*independence,n.独立;自主
第22天 Unit 6 Lesson 2,rely,"v.依靠,依赖;信赖"
第22天 Unit 6 Lesson 2,reliable,adj.可信赖的;可依靠的
第22天 Unit 6 Lesson 2,compensate,v.补偿;弥补
第22天 Unit 6 Lesson 2,*compensation,n.补偿物;(尤指)补偿金;赔偿
第22天 Unit 6 Lesson 2,desert,n.沙漠 v.抛弃;离弃
第22天 Unit 6 Lesson 2,insert,"v.插入,嵌进"
第22天 Unit 6 Lesson 2,section,n.部分;节;阶层;部门
第22天 Unit 6 Lesson 2,detect,v.发现;查明;侦察出
第22天 Unit 6 Lesson 2,*detection,n.侦查;探测;察觉
第22天 Unit 6 Lesson 2,*detective,n.侦探
第22天 Unit 6 Lesson 2,protect,v.保护;防护
第22天 Unit 6 Lesson 2,*protection,"n.保护,防卫;保护物"
第22天 Unit 6 Lesson 2,*protective,adj.保护的;防护的
第22天 Unit 6 Lesson 2,protest,n.抗议;反对 v.抗议;反对
第22天 Unit 6 Lesson 2,contest,n.竞争;比赛 v.争取赢得
第22天 Unit 6 Lesson 2,context,n.背景;上下文
第22天 Unit 6 Lesson 2,point,"n.点,得分;重点;观点;时刻;地点 v.指;对着"
第22天 Unit 6 Lesson 2,appoint,v.任命;安排;指派
第22天 Unit 6 Lesson 2,disappoint,v.使失望;使破灭
第22天 Unit 6 Lesson 2,*disappointing,adj.令人失望的
第22天 Unit 6 Lesson 2,disappointed,adj.失望的;沮丧的
第22天 Unit 6 Lesson 2,disgust,"n.厌恶,恶心,反感 v.使人厌恶,使人作呕"
第22天 Unit 6 Lesson 2,*disgusting,"adj.使人厌恶的,令人作呕的"
第22天 Unit 6 Lesson 2,transmit,v.传输;传播
第22天 Unit 6 Lesson 2,*transmission,n.传送;传播
第22天 Unit 6 Lesson 2,send,"v.发送,邮寄;派遣"
第22天 Unit 6 Lesson 2,omit,v.删除;忽略;遗漏;不做
第22天 Unit 6 Lesson 2,summit,n.最高点;顶峰;峰会
第22天 Unit 6 Lesson 2,submit,"v.提交,呈递;服从"
第22天 Unit 6 Lesson 2,*submission,n.屈服;提交
第22天 Unit 6 Lesson 2,dismiss,"v.不予考虑,驳回;摒除;解雇"
第22天 Unit 6 Lesson 2,*dismissal,"n.免职,解雇;不予考虑"
第22天 Unit 6 Lesson 2,mission,n.使命;任务
第22天 Unit 6 Lesson 2,emission,"n.(光、热、气等的)发出,排放;排放物"
第22天 Unit 6 Lesson 2,permit,"v.许可,允许 n.许可证"
第22天 Unit 6 Lesson 2,*permission,n.准许;许可;批准
第22天 Unit 6 Lesson 2,allow,v.允许;准许
第22天 Unit 6 Lesson 2,admit,v.承认;准许……进入
第22天 Unit 6 Lesson 2,*admission,n.承认;允许进入
第22天 Unit 6 Lesson 2,commit,"v.犯(罪或错等);承诺,保证;投入"
第22天 Unit 6 Lesson 2,commitment,n.承诺;保证;投入
第22天 Unit 6 Lesson 2,committee,n.委员会
第23天 Unit 6 Lesson 3,,
第23天 Unit 6 Lesson 3,solve,v.解决;处理;解答
第23天 Unit 6 Lesson 3,solution,n.答案;解决方法;溶液
第23天 Unit 6 Lesson 3,resolve,"v.决心,决定;解决"
第23天 Unit 6 Lesson 3,resolution,"n.决心,决定;解决"
第23天 Unit 6 Lesson 3,decide,v.决定;下决心
第23天 Unit 6 Lesson 3,*decision,"n.决定,抉择;决策"
第23天 Unit 6 Lesson 3,*decisive,adj.决定性的;果断的
第23天 Unit 6 Lesson 3,determination,n.决心;决定
第23天 Unit 6 Lesson 3,handle,"v.解决,处理 n.把手"
第23天 Unit 6 Lesson 3,tackle,"v.应付,处理,解决"
第23天 Unit 6 Lesson 3,deal,v.对付;对待 n.交易
